Occupation;Age;Subscriptions;Already went to karaoke;Lead Source;Total Visits;Total Time Spent on Website;Page Views Per Visit;Converted
Unemployed/other;18-30;Spotify;Yes;Google;6;1779;6;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;1;1295;1;0
;;;Yes;Google;4;1158;4;0
Unemployed/other;18-30;Both;Yes;Facebook;5;1387;1.67;1
Unemployed/other;30-40;None;Yes;LaNoche.com;3;1641;3;0
;;;Yes;Google;2;226;2;0
Unemployed/other;40+;None;Yes;Google;1;598;1;1
Unemployed/other;30-40;Netflix;Yes;Google;3;1292;3;1
Business;30-40;Netflix;Yes;Google;9;888;9;1
;;;Yes;Google;3;242;3;0
Unemployed/other;30-40;;Yes;Google;4;332;4;0
;;;Yes;Direct Traffic;3;1350;1.5;1
;;;Yes;Google;6;192;6;0
;;;Yes;Google;5;409;5;0
Unemployed/other;30-40;None;Yes;Google;1;37;1;0
Business;18-30;Spotify;Yes;Facebook;7;628;3.5;1
;;;No;Direct Traffic;1;68;1;0
;;;Yes;Google;7;385;7;0
Unemployed/other;18-30;Spotify;Yes;Facebook;0;0;0;0
Unemployed/other;30-40;None;Yes;Google;5;1291;5;1
;;;Yes;Google;3;239;3;0
Unemployed/other;30-40;;Yes;Google;3;726;3;0
Unemployed/other;30-40;None;Yes;Google;13;99;13;0
Unemployed/other;30-40;;Yes;Google;6;1092;3;1
;;;Yes;Google;2;414;2;0
Unemployed/other;18-30;Spotify;Yes;Google;3;1152;3;1
Unemployed/other;30-40;;Yes;Google;2;156;2;0
Unemployed/other;30-40;None;Yes;Google;7;305;2.33;0
Unemployed/other;18-30;Netflix;Yes;Facebook;;844;;1
Unemployed/other;40+;None;Yes;Facebook;0;0;0;0
Unemployed/other;30-40;None;Yes;Facebook;;11;;0
Business;30-40;None;Yes;Facebook;0;0;0;0
Unemployed/other;30-40;None;Yes;Facebook;;131;;0
Unemployed/other;30-40;Netflix;Yes;Facebook;;129;;0
Unemployed/other;30-40;Netflix;Yes;Facebook;;19;;0
Business;30-40;None;Yes;Facebook;;1517;;0
Business;30-40;Netflix;Yes;Facebook;;32;;0
Business;30-40;Netflix;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Facebook;;1608;;1
Business;30-40;Netflix;Yes;Facebook;;103;;0
Unemployed/other;18-30;Spotify;Yes;Facebook;;1012;;1
Unemployed/other;18-30;Both;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;Both;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Facebook;;345;;0
Business;30-40;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Facebook;;97;;0
Unemployed/other;18-30;Both;Yes;Google;1;288;1;1
Business;30-40;;Yes;Google;6;81;6;0
;;;Yes;LaNoche.com;3;12;3;0
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
;;;Yes;Google;3;301;3;0
Business;30-40;None;Yes;Direct Traffic;5;4;1.67;0
Business;30-40;Netflix;Yes;LaNoche.com;4;1523;4;1
Unemployed/other;18-30;Spotify;Yes;Google;3;7;3;1
;;;Yes;Google;4;321;4;0
;;;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Google;2;293;2;0
Business;30-40;;Yes;Google;4;1313;4;0
Business;30-40;Netflix;Yes;Direct Traffic;2;1368;2;1
Unemployed/other;18-30;Both;Yes;Google;3;94;1.5;1
;;;Yes;Google;5;616;5;0
Business;30-40;None;Yes;Google;9;1482;3;1
Unemployed/other;18-30;Netflix;Yes;Google;3;52;3;0
;;;Yes;Google;7;6;7;0
Law;30-40;Netflix;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
;;;Yes;Google;3;145;3;0
;;;No;Facebook;0;0;0;0
Unemployed/other;30-40;;No;Google;2;18;2;0
;;;Yes;LaNoche.com;3;116;3;0
Unemployed/other;30-40;;Yes;Direct Traffic;5;221;5;0
;;;Yes;Direct Traffic;4;327;4;0
;;;Yes;Google;4;1027;4;0
Unemployed/other;30-40;Netflix;Yes;Google;;1743;;1
;;;Yes;Direct Traffic;4;105;2;0
;;;Yes;Direct Traffic;4;437;4;0
Unemployed/other;30-40;None;Yes;Direct Traffic;2;25;2;0
Unemployed/other;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Google;1;101;1;0
;;;Yes;Facebook;3;978;3;1
;;;Yes;LaNoche.com;6;208;6;0
Unemployed/other;18-30;Both;No;Google;;1952;;0
;;;Yes;Google;5;497;5;0
;;;Yes;Google;3;118;1.5;0
Unemployed/other;30-40;;Yes;LaNoche.com;6;356;3;0
Unemployed/other;30-40;;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;Netflix;Yes;Google;7;472;1.75;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;7;47;7;0
Unemployed/other;30-40;Netflix;Yes;Google;3;312;3;1
;;;Yes;Google;12;333;6;0
;;;Yes;Direct Traffic;3;1458;3;0
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
Unemployed/other;40+;Spotify;Yes;LaNoche.com;2;25;1;1
;;;Yes;Google;2;49;2;0
;;;Yes;LaNoche.com;4;213;4;0
Unemployed/other;30-40;;Yes;Direct Traffic;2;210;2;0
;;;Yes;Google;3;253;3;0
;;;Yes;Google;4;353;4;0
Unemployed/other;18-30;Both;Yes;Google;;417;;1
;;;Yes;Google;12;1452;3;0
Unemployed/other;30-40;Spotify;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;Spotify;Yes;Direct Traffic;2;1499;2;1
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
Unemployed/other;18-30;Both;Yes;Google;21;1885;3.5;1
;;;Yes;Google;3;144;3;0
;;;No;Google;4;489;2;0
;;;Yes;Google;2;190;2;0
Unemployed/other;18-30;Spotify;Yes;Google;0;0;0;1
Unemployed/other;30-40;Netflix;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;11;1208;3.67;0
;;;Yes;Google;9;208;4.5;0
Unemployed/other;30-40;Netflix;Yes;Google;1;491;1;1
Unemployed/other;30-40;Netflix;Yes;Facebook;;463;;0
;;;Yes;Direct Traffic;2;1284;2;1
;;;Yes;Direct Traffic;4;18;4;0
Unemployed/other;30-40;Netflix;Yes;Google;4;363;4;1
Unemployed/other;30-40;Spotify;Yes;Direct Traffic;4;1588;4;1
;;;No;Direct Traffic;6;357;2;0
;;;Yes;Google;3;211;3;0
Unemployed/other;18-30;Both;Yes;Google;5;1328;2.5;1
;;;Yes;Facebook;;177;;0
;;;Yes;LaNoche.com;3;193;1.5;0
;;;Yes;Google;2;1607;2;0
;;;Yes;LaNoche.com;6;1505;6;1
;;;No;LaNoche.com;4;839;4;0
;;;Yes;Google;4;284;4;0
Unemployed/other;30-40;Netflix;Yes;Google;8;978;2;1
;;;Yes;LaNoche.com;9;367;3;0
Unemployed/other;30-40;;Yes;Google;3;1191;3;0
Unemployed/other;30-40;Spotify;Yes;Google;2;188;2;1
Unemployed/other;30-40;None;Yes;Google;2;1595;2;0
;;;Yes;Direct Traffic;2;70;2;0
Unemployed/other;30-40;;Yes;Facebook;0;0;0;0
Law;18-30;Spotify;Yes;Google;4;811;1.33;1
Unemployed/other;30-40;Netflix;Yes;LaNoche.com;9;81;4.5;0
;;;Yes;Google;6;634;6;0
;;;Yes;Direct Traffic;2;190;2;0
;;;Yes;Direct Traffic;2;364;2;0
;;;Yes;LaNoche.com;10;198;3.33;0
;;;Yes;Google;3;265;3;0
Unemployed/other;18-30;Spotify;Yes;Direct Traffic;2;813;2;1
;;;Yes;Google;5;299;5;0
;;;No;Google;5;115;5;0
Unemployed/other;30-40;Netflix;Yes;Google;5;51;2.5;0
Unemployed/other;30-40;;Yes;LaNoche.com;7;1;7;0
;;;Yes;Google;2;32;2;0
;;;No;LaNoche.com;4;124;4;0
Unemployed/other;30-40;;Yes;Google;3;66;3;0
Unemployed/other;30-40;Spotify;Yes;Google;3;213;1.5;0
Unemployed/other;18-30;Spotify;Yes;Google;1;1203;1;1
Unemployed/other;30-40;Netflix;Yes;Google;4;92;4;0
Unemployed/other;30-40;Netflix;Yes;Google;3;306;3;0
Unemployed/other;30-40;;Yes;Google;1;151;1;0
Unemployed/other;18-30;Spotify;Yes;Google;5;818;2.5;1
;;;Yes;Google;4;32;4;0
Unemployed/other;30-40;Netflix;Yes;Google;5;1016;2.5;1
;;;Yes;Google;2;169;2;0
Unemployed/other;30-40;None;Yes;Google;2;8;2;0
Law;30-40;Netflix;Yes;Direct Traffic;4;1252;2;1
Unemployed/other;30-40;;No;Direct Traffic;2;122;2;0
;;;Yes;Google;4;1505;4;0
;;;Yes;Google;2;33;2;0
Unemployed/other;30-40;None;Yes;Google;3;1746;3;1
Unemployed/other;30-40;;Yes;Google;5;346;2.5;0
;;;No;Direct Traffic;4;1;4;0
Unemployed/other;18-30;Spotify;Yes;Google;2;1208;2;1
;;;Yes;Google;5;425;5;0
Unemployed/other;18-30;Spotify;Yes;Google;5;1313;2.5;1
Law;;;Yes;Direct Traffic;1;27;1;0
;;;Yes;Google;4;632;4;0
;;;Yes;Google;3;506;1.5;0
Unemployed/other;30-40;Netflix;Yes;Direct Traffic;2;340;2;1
Unemployed/other;30-40;;Yes;Google;4;1596;4;0
;;;Yes;LaNoche.com;7;103;3.5;0
Unemployed/other;18-30;Netflix;Yes;Google;8;248;8;1
;;;Yes;Google;4;328;4;0
;;;Yes;Google;2;1450;2;0
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
;;;Yes;LaNoche.com;4;945;2;1
Unemployed/other;18-30;Both;Yes;Google;3;1764;3;1
;;;Yes;Google;3;139;3;0
Unemployed/other;30-40;None;Yes;LaNoche.com;3;403;3;0
;;;Yes;Facebook;0;0;0;0
Unemployed/other;30-40;;Yes;Google;1;583;1;0
;;;Yes;Google;3;1392;3;0
;;;Yes;Direct Traffic;2;1613;2;0
Unemployed/other;18-30;Both;Yes;Google;0;0;0;0
Unemployed/other;30-40;Netflix;Yes;Google;5;285;5;1
Unemployed/other;30-40;;Yes;LaNoche.com;13;263;2.6;0
Unemployed/other;30-40;None;Yes;Google;5;1662;2.5;0
Unemployed/other;30-40;Netflix;Yes;LaNoche.com;3;303;3;0
Unemployed/other;18-30;Spotify;Yes;Facebook;0;0;0;1
Unemployed/other;30-40;Netflix;Yes;Google;5;444;5;1
;;;Yes;Direct Traffic;2;11;2;0
Business;30-40;Spotify;Yes;Google;6;1623;6;0
Unemployed/other;30-40;Netflix;Yes;Google;4;213;4;0
;;;Yes;Google;2;7;2;0
;;;Yes;Google;7;9;7;0
Unemployed/other;30-40;;Yes;Google;9;102;3;0
Unemployed/other;30-40;Netflix;Yes;LaNoche.com;4;1203;2;0
Unemployed/other;30-40;Netflix;Yes;Google;3;1160;3;1
Business;18-30;Spotify;Yes;Google;10;59;3.33;0
;;;Yes;Facebook;0;0;0;0
Unemployed/other;30-40;;Yes;Google;1;87;1;0
Law;18-30;Spotify;Yes;Google;4;49;4;1
Unemployed/other;30-40;;Yes;Google;1;94;1;0
Business;30-40;;Yes;Google;4;225;2;0
;;;Yes;Google;19;415;4.75;0
Business;30-40;Both;Yes;Google;4;1120;4;1
;;;Yes;Google;3;334;3;0
;;;Yes;Google;4;342;4;0
Business;30-40;;Yes;Google;7;49;7;0
Business;30-40;Netflix;Yes;Direct Traffic;4;34;2;0
Business;30-40;;Yes;Google;3;271;1.5;0
;;;No;Facebook;0;0;0;0
Business;30-40;;Yes;Google;14;1747;1.27;0
;;;Yes;Google;3;779;3;1
;;;Yes;Direct Traffic;2;980;2;1
;;;Yes;Google;3;121;3;0
Business;30-40;None;Yes;Google;6;14;3;0
Unemployed/other;18-30;Spotify;Yes;Google;5;1254;5;1
;;;Yes;LaNoche.com;13;24;6.5;0
;;;Yes;Facebook;0;0;0;1
;;;Yes;Google;4;2;4;0
Law;35-50;Spotify;Yes;Google;3;981;3;1
Law;18-30;Spotify;Yes;Google;3;717;1.5;1
Business;30-40;;Yes;Google;2;1058;2;0
;;;Yes;Direct Traffic;4;977;4;0
Business;30-40;Netflix;Yes;Google;8;1335;8;1
Law;18-30;Spotify;Yes;Google;8;1148;4;1
;;;Yes;Google;4;243;4;0
Business;30-40;;Yes;Google;8;501;2.67;0
;;;Yes;Direct Traffic;2;72;2;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;10;869;5;0
Business;30-40;None;Yes;Google;9;1342;3;1
;;;Yes;Google;2;369;2;0
Business;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Google;4;168;4;0
Unemployed/other;18-30;Both;Yes;Direct Traffic;4;1298;4;1
;;;Yes;Google;2;426;2;0
;;;Yes;Google;6;294;6;1
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
Business;30-40;;Yes;LaNoche.com;5;255;5;0
Business;30-40;;Yes;Google;2;1300;2;1
Business;30-40;;Yes;Facebook;0;0;0;1
;;;Yes;Google;4;54;4;0
Law;18-30;Both;Yes;Google;0;0;0;1
Business;30-40;Both;Yes;Google;0;0;0;1
Law;40+;Spotify;Yes;Google;0;0;0;0
Unemployed/other;18-30;Netflix;Yes;Google;0;0;0;1
Business;30-40;;Yes;Google;1;300;1;0
Business;30-40;;Yes;Google;13;9;3.25;0
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;None;Yes;Google;5;115;5;0
;;;Yes;Google;6;779;3;0
Business;30-40;;Yes;Google;3;1007;1.5;1
;;;Yes;Facebook;0;0;0;0
Law;30-40;Netflix;Yes;Google;16;1570;5.33;1
Law;30-40;Netflix;Yes;Google;11;2069;5.5;1
Business;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Google;9;176;1.8;0
Business;30-40;;Yes;Google;0;0;0;1
;;;Yes;Google;3;97;3;0
Law;30-40;Spotify;Yes;Google;6;442;6;1
;;;Yes;Google;3;271;3;0
;;;Yes;Google;1;258;1;0
;;;Yes;Google;4;1277;4;0
Business;30-40;None;Yes;LaNoche.com;2;480;1;0
Law;30-40;Netflix;Yes;Google;6;605;2;1
;;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Facebook;5;968;1.25;1
Business;30-40;;Yes;Google;4;1452;4;0
Law;30-40;Netflix;Yes;Facebook;0;0;0;1
;;;Yes;Google;3;1198;3;0
Law;18-30;Spotify;Yes;Google;2;1334;2;1
Business;30-40;;No;Others;;1378;;0
Business;30-40;None;Yes;Google;10;65;5;0
Law;30-40;Netflix;Yes;Google;2;454;2;1
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
Business;30-40;Netflix;Yes;LaNoche.com;13;1097;6.5;1
Unemployed/other;18-30;Spotify;Yes;Google;0;0;0;1
;;;Yes;LaNoche.com;7;166;7;0
Business;30-40;Netflix;Yes;Google;5;1577;5;1
Business;30-40;;Yes;Google;1;143;1;0
;;;Yes;Google;6;234;6;0
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
;;;Yes;Google;5;87;2.5;0
Unemployed/other;18-30;Netflix;Yes;Direct Traffic;3;1662;3;1
;;;Yes;Google;12;68;3;0
;;;Yes;Google;3;829;1.5;0
Business;30-40;Netflix;Yes;Google;2;1142;1;1
;;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Google;6;305;3;1
Business;30-40;Netflix;Yes;Google;4;1652;4;1
;;;Yes;Google;5;1092;5;1
;;;Yes;Google;3;201;3;0
;;;Yes;Google;5;1326;5;0
;;;Yes;Google;3;293;3;0
Unemployed/other;18-30;Spotify;Yes;Google;3;1126;1.5;1
Business;30-40;Netflix;Yes;Google;3;179;3;0
;;;Yes;Google;2;193;2;0
;;;Yes;Google;2;168;2;0
Business;30-40;;Yes;LaNoche.com;3;186;3;0
Business;30-40;;Yes;Facebook;0;0;0;1
;;;Yes;Direct Traffic;3;238;3;0
Business;30-40;Netflix;No;Google;3;233;3;0
;;;Yes;Google;2;121;2;0
Unemployed/other;18-30;Spotify;Yes;Direct Traffic;7;834;3.5;1
Unemployed/other;40+;None;Yes;Google;4;50;1.33;0
;;;No;Direct Traffic;2;396;2;0
Business;30-40;None;Yes;Google;5;376;5;0
Business;30-40;None;Yes;Google;4;1104;4;1
Business;30-40;None;No;Direct Traffic;2;297;2;0
Unemployed/other;18-30;Spotify;Yes;Google;6;1276;3;1
Unemployed/other;40+;None;Yes;Google;5;75;2.5;0
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;Netflix;Yes;Google;5;893;5;1
;;;No;Google;3;89;3;0
;;;Yes;Facebook;3;645;1;0
Law;30-40;Netflix;Yes;Google;4;638;4;1
Unemployed/other;40+;None;Yes;Google;4;938;4;0
;;;Yes;Google;6;296;6;0
Business;30-40;None;Yes;Google;5;120;5;0
Law;30-40;Spotify;Yes;Google;9;1047;9;1
;;;No;Direct Traffic;8;88;8;0
Business;30-40;;Yes;Google;2;602;2;0
Unemployed/other;18-30;Both;Yes;Google;6;168;2;1
Business;30-40;None;Yes;Google;4;1051;4;0
Law;30-40;Netflix;Yes;Google;4;854;4;1
Business;30-40;None;Yes;Google;7;1762;7;0
Unemployed/other;40+;Spotify;Yes;LaNoche.com;4;453;2;1
Unemployed/other;40+;Spotify;Yes;Google;6;1966;6;1
Unemployed/other;40+;None;Yes;Google;2;1494;2;0
;;;Yes;Google;8;36;2;0
Business;30-40;Netflix;Yes;Direct Traffic;5;887;2.5;0
Business;30-40;Netflix;Yes;Direct Traffic;18;59;2.57;1
;;;Yes;LaNoche.com;5;331;1.67;0
Unemployed/other;40+;None;Yes;Google;2;164;2;0
Law;18-30;Netflix;Yes;Google;2;1585;2;1
Business;30-40;Netflix;Yes;Google;5;1169;5;1
Business;30-40;Netflix;Yes;Google;4;1425;4;1
Business;30-40;;Yes;Google;8;1071;8;0
;;;Yes;Google;4;12;4;0
;;;Yes;Google;3;180;3;0
Unemployed/other;40+;None;Yes;Google;2;271;1;0
;;;Yes;Google;4;139;4;0
Business;30-40;;Yes;Google;3;781;3;1
;;;Yes;Google;9;338;2.25;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Google;3;117;1.5;1
Business;30-40;;Yes;Direct Traffic;7;1028;3.5;0
Business;30-40;Netflix;Yes;Google;6;406;3;0
Business;30-40;;Yes;Google;12;341;3;1
Business;30-40;None;Yes;Facebook;0;0;0;1
;;;Yes;Google;2;250;2;0
Unemployed/other;40+;None;Yes;Direct Traffic;4;171;2;0
;;;Yes;Google;13;78;2.17;0
Business;30-40;;No;Google;0;0;0;0
Unemployed/other;18-30;Both;Yes;Google;7;60;3.5;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;LaNoche.com;2;494;2;0
Business;30-40;Netflix;Yes;Google;11;1551;2.75;1
Business;30-40;;Yes;Google;2;1499;1;1
Business;30-40;;Yes;Google;8;266;8;0
Business;30-40;;Yes;Google;6;1117;6;1
;;;Yes;LaNoche.com;4;677;4;0
Business;30-40;;Yes;Google;3;388;1.5;0
Politics;40+;None;Yes;Google;14;63;2.8;0
;;;Yes;Facebook;0;0;0;0
Unemployed/other;40+;None;Yes;Google;3;519;3;0
Business;30-40;Netflix;Yes;Google;4;137;4;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Google;3;984;3;0
Law;30-40;Netflix;Yes;Google;3;1224;3;1
Unemployed/other;18-30;Both;Yes;Google;3;911;3;1
Business;30-40;;Yes;Facebook;2;1582;2;1
Business;30-40;;Yes;Direct Traffic;9;942;1.8;0
;;;Yes;Direct Traffic;5;1534;2.5;1
Law;30-40;Netflix;Yes;Google;2;1303;2;1
Business;30-40;;Yes;Google;2;297;2;0
Business;30-40;Netflix;Yes;Google;0;0;0;1
Unemployed/other;18-30;Both;Yes;Google;7;1471;3.5;1
Law;18-30;Netflix;Yes;Google;4;1048;1.33;1
Unemployed/other;18-30;Both;Yes;Google;4;610;4;1
Business;30-40;None;Yes;Google;3;415;3;0
;;;Yes;Google;3;560;3;0
Business;30-40;None;Yes;Google;2;1704;2;1
Law;30-40;Netflix;Yes;Direct Traffic;10;918;3.33;1
Business;30-40;;Yes;Google;;1186;;1
Business;30-40;;Yes;Google;5;28;2.5;0
;;;Yes;Google;7;214;7;0
Business;30-40;Netflix;Yes;Google;10;1521;2.5;0
Law;18-30;Netflix;Yes;Google;5;1418;5;1
Law;18-30;Netflix;Yes;Direct Traffic;2;1613;2;1
Business;30-40;;Yes;LaNoche.com;8;51;4;0
Business;30-40;Netflix;Yes;Google;4;950;4;1
Business;30-40;Netflix;Yes;Google;5;542;5;1
Business;30-40;Netflix;Yes;Direct Traffic;3;492;3;1
Business;30-40;None;Yes;Google;3;1293;3;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;;No;Direct Traffic;10;824;10;0
Unemployed/other;18-30;Both;Yes;Google;4;1058;2;1
;;;Yes;Google;11;1166;2.2;0
Law;18-30;Netflix;Yes;Direct Traffic;4;1541;4;1
Business;30-40;Netflix;Yes;Direct Traffic;3;388;3;0
Business;30-40;None;Yes;Google;6;543;6;0
Politics;30-40;Netflix;Yes;Google;11;1700;11;1
Business;30-40;;Yes;Google;3;125;3;0
Business;30-40;Netflix;Yes;Google;2;153;2;1
Business;30-40;;Yes;Direct Traffic;2;590;2;0
Unemployed/other;40+;None;Yes;Direct Traffic;3;1829;3;0
Business;30-40;None;Yes;LaNoche.com;2;315;2;0
Business;30-40;Netflix;Yes;Facebook;2;1134;1;1
Business;30-40;None;Yes;Google;8;186;8;0
Business;30-40;Netflix;Yes;Google;4;1346;2;1
;;;No;Google;5;129;1.67;0
Unemployed/other;40+;None;Yes;Google;5;912;2.5;1
Business;30-40;None;Yes;Google;7;1052;7;0
Business;30-40;;Yes;Google;6;1517;6;0
;;;Yes;Direct Traffic;3;277;3;0
Business;30-40;;Yes;Google;3;461;1.5;0
Business;30-40;None;Yes;Google;3;1995;3;1
Medical;35-50;Spotify;Yes;Google;0;0;0;1
Business;30-40;None;Yes;Google;3;183;3;0
Business;30-40;None;Yes;Google;4;1338;2;1
Business;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;LaNoche.com;1;815;1;0
Business;30-40;;Yes;Direct Traffic;2;162;2;0
;;;Yes;Google;5;391;2.5;0
Business;30-40;;Yes;LaNoche.com;3;192;1.5;0
Business;30-40;;Yes;Google;4;585;4;0
;;;Yes;Facebook;0;0;0;0
Unemployed/other;40+;None;Yes;Google;5;388;5;0
Business;30-40;;Yes;Google;;1212;;1
Business;30-40;Netflix;Yes;Google;3;837;3;1
;;;Yes;Facebook;0;0;0;0
Law;35-50;Spotify;Yes;Google;10;764;10;1
Unemployed/other;40+;None;Yes;Direct Traffic;5;1;5;0
Business;30-40;Netflix;Yes;Google;6;1847;6;1
Business;30-40;Netflix;Yes;Direct Traffic;3;954;3;1
;;;Yes;LaNoche.com;6;968;3;0
;;;Yes;Google;2;73;1;0
Business;30-40;;Yes;Facebook;0;0;0;1
Unemployed/other;40+;Spotify;Yes;Google;1;275;1;0
Business;30-40;;Yes;Direct Traffic;4;941;2;1
;;;Yes;Google;3;326;3;0
Business;30-40;Netflix;Yes;Google;4;1758;4;1
Business;30-40;;Yes;Google;7;152;3.5;1
Business;30-40;Netflix;Yes;LaNoche.com;11;1863;5.5;1
Unemployed/other;18-30;Spotify;No;Google;8;1485;4;0
Business;30-40;;Yes;Google;2;76;1;0
Law;;;No;Direct Traffic;2;190;2;0
Business;30-40;None;Yes;Google;4;487;2;0
Unemployed/other;18-30;Netflix;Yes;Google;0;0;0;0
Business;30-40;Netflix;Yes;LaNoche.com;6;1086;2;1
Business;30-40;None;Yes;Google;3;328;3;0
;;;Yes;Google;7;1172;3.5;0
Business;30-40;None;Yes;Direct Traffic;7;219;2.33;0
Law;30-40;;Yes;Direct Traffic;8;220;4;0
Business;30-40;Netflix;Yes;LaNoche.com;5;865;1.67;1
Business;30-40;;Yes;Google;9;833;9;1
Unemployed/other;18-30;Netflix;Yes;Google;3;970;3;1
Business;30-40;;Yes;Direct Traffic;15;317;5;0
Business;30-40;None;Yes;Direct Traffic;2;215;2;0
Business;30-40;;Yes;LaNoche.com;4;947;2;1
Law;18-30;Netflix;Yes;Google;7;1212;3.5;1
Unemployed/other;18-30;Netflix;Yes;Google;2;235;2;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;Netflix;Yes;Google;7;1665;3.5;1
Unemployed/other;40+;None;Yes;LaNoche.com;4;145;4;0
Business;30-40;;Yes;Direct Traffic;6;1377;6;1
Business;30-40;;Yes;Google;5;470;5;0
Business;30-40;None;Yes;Google;2;14;2;0
Business;30-40;Spotify;Yes;Direct Traffic;1;315;1;1
Business;30-40;None;Yes;Google;4;92;4;0
Unemployed/other;40+;None;Yes;Direct Traffic;9;100;4.5;0
Business;30-40;;Yes;Google;7;14;3.5;0
Business;30-40;;Yes;LaNoche.com;2;417;2;0
;;;Yes;Google;4;14;4;0
;;;Yes;Google;7;1541;3.5;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Facebook;0;0;0;1
Unemployed/other;40+;None;No;Google;1;233;1;0
Unemployed/other;18-30;Netflix;Yes;Direct Traffic;2;321;2;1
Business;30-40;;Yes;Google;0;0;0;1
Business;30-40;;Yes;Google;4;61;4;0
Business;30-40;Netflix;Yes;Google;5;814;5;1
Business;30-40;;Yes;Google;8;1585;4;0
Unemployed/other;18-30;Both;Yes;Google;2;1089;2;1
Unemployed/other;18-30;Netflix;Yes;Google;4;1394;4;1
Business;30-40;Netflix;Yes;Google;3;1451;3;1
Business;30-40;;Yes;Google;2;1137;2;1
Business;30-40;;Yes;LaNoche.com;5;320;5;0
Business;30-40;;Yes;Google;3;1134;3;1
Business;30-40;Netflix;Yes;Facebook;0;0;0;1
Business;30-40;;No;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Google;3;50;3;0
Business;30-40;None;Yes;Facebook;0;0;0;1
Business;30-40;Netflix;Yes;Google;0;0;0;1
;;;Yes;Google;6;692;2;0
Business;30-40;Netflix;Yes;Google;2;26;1;1
;;;Yes;Google;4;133;4;0
Business;30-40;None;No;LaNoche.com;7;876;3.5;0
Business;35-50;None;Yes;Direct Traffic;6;263;6;0
Unemployed/other;18-30;Both;Yes;Facebook;0;0;0;1
Business;30-40;Netflix;Yes;Direct Traffic;3;1826;3;1
;;;Yes;Direct Traffic;10;21;3.33;0
Law;30-40;Netflix;Yes;Google;5;957;5;1
Unemployed/other;18-30;Both;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
;;;No;Direct Traffic;4;160;2;0
Business;30-40;;Yes;Direct Traffic;6;1026;6;0
Unemployed/other;18-30;Both;Yes;Google;4;776;4;1
Business;30-40;None;Yes;Google;2;121;2;0
Business;30-40;None;Yes;Direct Traffic;2;330;2;1
Business;30-40;None;Yes;LaNoche.com;6;462;6;0
Law;30-40;Netflix;Yes;Google;4;634;4;1
Law;18-30;Spotify;Yes;Google;2;153;2;0
Business;30-40;;Yes;Direct Traffic;3;129;3;0
Business;30-40;None;Yes;Direct Traffic;1;126;1;0
Medical;35-50;None;Yes;Direct Traffic;2;1502;2;0
;;;Yes;Google;1;225;1;0
Business;30-40;;Yes;Google;2;1366;2;0
Business;30-40;None;Yes;Google;3;866;3;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Direct Traffic;4;1371;4;0
Business;30-40;None;Yes;LaNoche.com;4;1521;4;1
Unemployed/other;18-30;Both;Yes;LaNoche.com;4;1653;2;1
;;;Yes;Facebook;0;0;0;0
Law;18-30;Netflix;Yes;Facebook;0;0;0;1
Unemployed/other;40+;None;Yes;Google;5;1362;5;0
